1   [0.0, 0.0, 1.0, 0.0, 1.0]
122882   [0.0, 0.0, 0.0, 0.0, 1.0]
6   [0.0, 1, 0.0, 0, 1.0]
8199   [0.0, 0.0, 0, 0.0, 1.0]
10   [0.0, 0.0, 0.0, 0.0, 1.0]
11   [1.0, 0.0, 1.0, 1.0, 1.0]
122892   [0.0, 0.0, 1, 0.0, 1.0]
81932   [0.0, 0.0, 0.0, 0.0, 1]
14   [0.0, 0.0, 0, 1, 1.0]
8207   [0.0, 0, 0.0, 1, 1.0]
16   [0, 0.0, 0.0, 0, 1.0]
17   [0.0, 1.0, 1, 1.0, 0]
122896   [0.0, 1, 0.0, 0.0, 1.0]
19   [0.0, 0, 0.0, 0.0, 1.0]
122898   [0.0, 0.0, 0.0, 0.0, 1.0]
25   [0.0, 1.0, 0.0, 0, 1]
28   [0.0, 0, 0, 1.0, 1.0]
31   [0.0, 1.0, 0.0, 0.0, 1.0]
32   [0.0, 0.0, 0, 0.0, 1.0]
34   [0.0, 1.0, 0.0, 0, 1]
8228   [0.0, 0.0, 0.0, 0.0, 1.0]
36   [0.0, 0, 0, 0, 1]
122918   [0.0, 0.0, 0.0, 0.0, 1.0]
39   [0.0, 1.0, 0.0, 0.0, 0.0]
8235   [0.0, 0.0, 0.0, 1.0, 1.0]
122924   [0.0, 0.0, 0, 0.0, 1.0]
45   [0, 1.0, 0.0, 0.0, 1.0]
50   [0.0, 0.0, 0.0, 0.0, 1.0]
98361   [0.0, 1, 0.0, 0.0, 1.0]
62   [0.0, 1.0, 1.0, 0.0, 1.0]
8261   [1.0, 1.0, 0.0, 0.0, 1.0]
70   [0.0, 0.0, 0.0, 0.0, 1.0]
8268   [0.0, 1.0, 0.0, 0.0, 1.0]
88   [1.0, 0.0, 1, 1, 1.0]
95   [0.0, 0.0, 1.0, 0.0, 1.0]
104   [0.0, 0.0, 1, 1, 1]
105   [0.0, 0, 1, 1, 1.0]
110   [0.0, 0.0, 0, 0.0, 1.0]
111   [0.0, 1.0, 0.0, 1, 1.0]
49272   [0.0, 0.0, 0.0, 0.0, 1.0]
49274   [0.0, 0.0, 0.0, 0.0, 1.0]
123   [1, 1.0, 0.0, 1, 0]
49278   [0.0, 0.0, 1, 1, 1.0]
49286   [1.0, 1, 1, 1.0, 1.0]
135   [1.0, 0.0, 0.0, 0.0, 1.0]
141   [0.0, 1.0, 1, 0, 1.0]
145   [0.0, 0.0, 0.0, 0.0, 1.0]
147   [0.0, 0, 0.0, 0.0, 1.0]
150   [0.0, 0.0, 1, 0.0, 1.0]
73881   [0.0, 1.0, 1, 0, 1]
57504   [0.0, 1.0, 1.0, 0.0, 0.0]
161   [0.0, 0.0, 0.0, 0.0, 1.0]
163   [0.0, 1, 1.0, 0, 1.0]
131237   [1.0, 0.0, 0.0, 1.0, 1.0]
166   [0, 1.0, 1, 0.0, 1.0]
8360   [0.0, 0, 1, 0, 1.0]
175   [1, 1.0, 1.0, 0, 1.0]
8368   [0.0, 1.0, 0.0, 0.0, 1.0]
8371   [0.0, 1.0, 0.0, 0.0, 1.0]
190   [0.0, 0, 1, 1.0, 1]
106696   [0.0, 1.0, 1.0, 0.0, 1.0]
203   [0.0, 0.0, 1, 1.0, 1.0]
204   [0.0, 0.0, 1.0, 0.0, 1.0]
215   [1.0, 0.0, 1.0, 1.0, 1.0]
216   [0.0, 0.0, 0.0, 0.0, 1.0]
223   [1, 1.0, 1, 1.0, 0.0]
231   [0.0, 0.0, 1, 1.0, 1.0]
235   [0.0, 0, 0.0, 0.0, 1.0]
33004   [0.0, 0.0, 0.0, 0.0, 1.0]
90357   [0.0, 1, 0.0, 0.0, 1.0]
114935   [0.0, 0.0, 0.0, 0.0, 1.0]
82169   [0.0, 1, 1.0, 0.0, 1.0]
253   [0.0, 1.0, 0.0, 0, 1.0]
90374   [0.0, 1.0, 1.0, 0.0, 1.0]
262   [0.0, 1.0, 1.0, 1.0, 1.0]
90376   [0.0, 1, 0.0, 0.0, 1.0]
266   [0.0, 1, 0.0, 0.0, 1]
106766   [0.0, 1.0, 0.0, 0.0, 1.0]
277   [0.0, 1.0, 1, 0.0, 1.0]
282   [1.0, 1.0, 1.0, 0.0, 1.0]
288   [0.0, 0.0, 0.0, 0.0, 1.0]
106785   [0.0, 0.0, 0.0, 0.0, 1.0]
292   [0.0, 0.0, 0.0, 0.0, 1.0]
90405   [0.0, 1, 0.0, 0, 1.0]
296   [0.0, 0.0, 0.0, 1.0, 1.0]
8491   [0.0, 0, 0, 0.0, 1.0]
300   [0.0, 0.0, 0, 0.0, 1.0]
8507   [0.0, 1.0, 0.0, 0.0, 1.0]
316   [0.0, 0.0, 0.0, 0.0, 1.0]
318   [0.0, 0, 0.0, 0, 1.0]
90430   [1.0, 1.0, 1.0, 0.0, 1.0]
8516   [0.0, 0, 0.0, 0.0, 1.0]
57669   [1, 0.0, 0.0, 0.0, 1.0]
326   [0.0, 1.0, 0.0, 0.0, 1.0]
327   [0.0, 1.0, 0.0, 0.0, 1.0]
65868   [0.0, 1.0, 0.0, 0.0, 1.0]
333   [0.0, 1.0, 0.0, 1.0, 0.0]
8528   [0.0, 0, 0.0, 0.0, 1]
8529   [0.0, 1.0, 0.0, 0.0, 1.0]
337   [0.0, 1.0, 1.0, 0, 0.0]
339   [0.0, 1.0, 1.0, 1.0, 0.0]
8533   [0.0, 1.0, 0.0, 1.0, 1.0]
344   [0.0, 1.0, 0.0, 0.0, 1.0]
349   [0.0, 0.0, 1.0, 0.0, 1.0]
350   [1, 0.0, 0, 0, 1.0]
8542   [0.0, 0.0, 0.0, 0.0, 1.0]
353   [0.0, 0.0, 0.0, 0.0, 1.0]
356   [1.0, 0, 1, 1.0, 1.0]
357   [1, 1.0, 0.0, 1, 1.0]
364   [0.0, 1, 0.0, 0.0, 1.0]
370   [0.0, 0.0, 0.0, 0.0, 1.0]
377   [0.0, 0.0, 1, 1.0, 1.0]
49530   [0.0, 0.0, 0.0, 0.0, 1.0]
380   [0.0, 1, 0.0, 0.0, 1.0]
33162   [0.0, 1.0, 0.0, 0.0, 1.0]
407   [0.0, 0, 0.0, 0, 1.0]
410   [1.0, 1.0, 1.0, 0.0, 0.0]
8607   [0.0, 1.0, 0.0, 0.0, 0.0]
90531   [1, 1.0, 1.0, 1.0, 1.0]
106916   [0.0, 1.0, 0.0, 0.0, 1.0]
106920   [0.0, 1.0, 0.0, 0.0, 1.0]
431   [0.0, 0, 0.0, 0.0, 1.0]
8623   [1, 1.0, 0.0, 0.0, 1.0]
123310   [1.0, 1.0, 1.0, 1.0, 1.0]
441   [1, 1, 0.0, 1.0, 0]
8636   [0.0, 0.0, 0.0, 0.0, 1.0]
8638   [0.0, 1.0, 1.0, 0.0, 1.0]
8641   [1.0, 0.0, 0.0, 0.0, 1.0]
8644   [0.0, 0.0, 0.0, 0.0, 1.0]
8645   [0.0, 1.0, 1.0, 0.0, 0.0]
454   [0, 1, 1, 1.0, 1]
457   [0.0, 1.0, 0.0, 0.0, 1.0]
8665   [0.0, 1, 0.0, 0.0, 1.0]
474   [0.0, 0.0, 0.0, 0.0, 1.0]
480   [0.0, 0.0, 1.0, 0, 1.0]
481   [0.0, 1.0, 0.0, 0.0, 1.0]
497   [0.0, 1, 1.0, 1.0, 1.0]
74228   [0.0, 1, 1.0, 1, 1.0]
501   [0.0, 1, 0, 0.0, 1.0]
506   [0.0, 0.0, 1.0, 1.0, 1.0]
508   [0.0, 1.0, 0.0, 0, 1.0]
509   [0.0, 1.0, 0.0, 1.0, 1.0]
515   [0.0, 0.0, 0.0, 1.0, 1.0]
520   [0.0, 1.0, 0.0, 1.0, 1.0]
115210   [0.0, 1.0, 0.0, 0.0, 1.0]
524   [0.0, 0.0, 0.0, 0.0, 1.0]
527   [0.0, 1, 0.0, 0.0, 1.0]
534   [0.0, 0.0, 0.0, 1.0, 1.0]
90647   [0.0, 1.0, 0.0, 0.0, 1.0]
82459   [0.0, 1.0, 0.0, 0.0, 1.0]
539   [0.0, 1.0, 0.0, 1.0, 1.0]
541   [0.0, 1, 0.0, 0.0, 1.0]
82463   [0.0, 1.0, 0.0, 1.0, 1.0]
98852   [0.0, 1.0, 0.0, 0, 1.0]
551   [0.0, 0.0, 0.0, 0.0, 1.0]
555   [0.0, 0.0, 0.0, 0.0, 1.0]
66097   [0.0, 1.0, 0.0, 0, 1]
107069   [0.0, 0.0, 1.0, 0.0, 1.0]
8772   [0.0, 0.0, 0.0, 1.0, 1.0]
107081   [0.0, 1.0, 0.0, 0.0, 1.0]
587   [0.0, 1.0, 0.0, 0.0, 1.0]
588   [0.0, 0.0, 0.0, 0.0, 1.0]
589   [0.0, 0, 0.0, 0.0, 1.0]
590   [0.0, 0.0, 0.0, 0.0, 1.0]
8784   [0, 1.0, 1, 0, 1]
593   [0.0, 1.0, 0.0, 0.0, 1.0]
594   [0.0, 1.0, 1, 1, 1]
595   [0.0, 1.0, 0.0, 0.0, 1.0]
596   [0.0, 1.0, 0.0, 0.0, 1.0]
592   [0.0, 0.0, 1, 0.0, 1.0]
599   [0.0, 0, 0.0, 0.0, 1.0]
597   [1, 1.0, 0, 1, 1.0]
8798   [0.0, 0, 0.0, 1, 1.0]
41566   [0.0, 1.0, 1.0, 0.0, 1.0]
608   [0, 1, 0, 0.0, 1.0]
41569   [0.0, 1.0, 1.0, 0.0, 1.0]
8800   [0.0, 1, 0.0, 1.0, 1.0]
610   [0.0, 0.0, 0.0, 0.0, 1.0]
8807   [0.0, 1.0, 0.0, 1.0, 1.0]
616   [0.0, 1.0, 0.0, 1.0, 1.0]
628   [0.0, 1.0, 0.0, 1, 1.0]
107141   [1, 1.0, 0.0, 1.0, 1.0]
98956   [0.0, 1.0, 0.0, 0.0, 1.0]
98961   [0.0, 0.0, 0.0, 0.0, 1.0]
661   [0.0, 1.0, 1.0, 1.0, 1.0]
668   [0.0, 1.0, 1.0, 0, 1.0]
33437   [0.0, 1.0, 0.0, 0.0, 1.0]
8861   [0.0, 0.0, 0.0, 0.0, 1.0]
8873   [0.0, 0, 1.0, 1, 1.0]
8874   [1, 1, 0, 0.0, 1.0]
58025   [0, 1.0, 1, 0, 1.0]
74416   [1.0, 1.0, 1.0, 0.0, 1.0]
115381   [0.0, 1.0, 1.0, 1.0, 1.0]
58047   [1.0, 1.0, 0.0, 1.0, 0.0]
714   [0.0, 1, 1, 0, 1.0]
8914   [0.0, 0, 0.0, 0.0, 1.0]
724   [0.0, 0, 1, 0.0, 1.0]
74458   [0.0, 1.0, 1.0, 0.0, 1.0]
733   [0.0, 0.0, 0.0, 0.0, 1.0]
741   [0.0, 0.0, 0.0, 0.0, 1.0]
82667   [0.0, 1.0, 0.0, 0.0, 1.0]
750   [0.0, 0.0, 0.0, 0.0, 1.0]
90866   [0.0, 0.0, 0.0, 0.0, 1.0]
49910   [0.0, 1.0, 0, 0.0, 0.0]
8957   [0.0, 0.0, 0.0, 0.0, 1.0]
8958   [1.0, 0.0, 1.0, 0.0, 1.0]
8961   [0.0, 1.0, 0.0, 0, 1]
8965   [0.0, 0.0, 1.0, 1.0, 1.0]
778   [0.0, 1.0, 0.0, 0.0, 1.0]
8970   [0.0, 1.0, 0.0, 1.0, 1.0]
780   [0.0, 0.0, 0.0, 0.0, 1.0]
49932   [0.0, 0.0, 0.0, 0.0, 1.0]
799   [0.0, 1.0, 0, 0.0, 1.0]
805   [0.0, 0.0, 0.0, 0.0, 1.0]
99112   [0.0, 0, 0.0, 0, 1.0]
99114   [0.0, 1.0, 0.0, 0.0, 1.0]
9005   [0.0, 0.0, 0, 0.0, 1.0]
832   [0.0, 1.0, 0.0, 0, 1.0]
66371   [0.0, 1.0, 0.0, 0.0, 0.0]
838   [0.0, 1.0, 0.0, 0.0, 1.0]
33610   [0.0, 0.0, 1.0, 0.0, 1.0]
99149   [0.0, 1.0, 0.0, 0.0, 1.0]
33615   [1.0, 0.0, 1.0, 1.0, 1.0]
107348   [1.0, 0, 1, 1, 1.0]
858   [0.0, 0.0, 1, 0, 1]
115569   [0.0, 0, 0.0, 0.0, 1.0]
33660   [0.0, 1.0, 0.0, 0.0, 1.0]
898   [0.0, 1.0, 1.0, 1.0, 1.0]
899   [0.0, 1.0, 0.0, 0.0, 1.0]
903   [0.0, 1, 0, 0.0, 1.0]
904   [0.0, 1, 1, 0.0, 1.0]
905   [0.0, 1.0, 0.0, 0.0, 1.0]
906   [0.0, 0.0, 0.0, 1.0, 1.0]
908   [0.0, 0.0, 0.0, 0.0, 1.0]
909   [0.0, 1.0, 0.0, 0.0, 1.0]
910   [1, 1.0, 0.0, 1.0, 0.0]
107406   [0.0, 0.0, 0.0, 0.0, 1.0]
912   [0.0, 1, 1, 0.0, 1.0]
913   [0.0, 0.0, 0.0, 0.0, 1.0]
914   [0, 0.0, 0.0, 1, 1.0]
915   [0.0, 1.0, 1, 0, 1]
911   [0.0, 1, 0.0, 0, 1.0]
916   [0.0, 1, 1.0, 1.0, 1.0]
50068   [0.0, 0.0, 0.0, 0.0, 1.0]
919   [0.0, 0.0, 0.0, 1.0, 1.0]
920   [1, 1.0, 1.0, 0.0, 1]
922   [0.0, 1.0, 1, 1.0, 1.0]
923   [0.0, 0.0, 0, 0.0, 1.0]
924   [0.0, 0.0, 1, 0, 1.0]
926   [0.0, 1.0, 0, 1.0, 1]
927   [0.0, 1.0, 0.0, 0.0, 1.0]
928   [0.0, 1.0, 1.0, 1.0, 1.0]
115617   [0.0, 1.0, 0.0, 0.0, 1.0]
930   [1, 1.0, 1.0, 1.0, 1.0]
933   [0.0, 1.0, 1, 0.0, 1.0]
940   [0.0, 1.0, 0.0, 1.0, 1.0]
942   [1.0, 1.0, 0.0, 1.0, 1.0]
946   [0.0, 1, 0, 0.0, 1.0]
947   [0.0, 1.0, 0.0, 1.0, 0.0]
950   [0.0, 0, 1, 0.0, 1.0]
951   [0.0, 0.0, 1, 1.0, 1.0]
58295   [0.0, 1.0, 0.0, 1.0, 1.0]
953   [0.0, 1.0, 0.0, 0.0, 1.0]
954   [0.0, 0.0, 0.0, 0.0, 1.0]
955   [0.0, 1.0, 0.0, 0.0, 1.0]
58299   [0.0, 0.0, 0.0, 0.0, 1.0]
965   [0.0, 1.0, 1.0, 0.0, 1.0]
91077   [0.0, 1.0, 1.0, 1.0, 0.0]
968   [0.0, 1, 1.0, 0, 1.0]
66509   [0.0, 1.0, 0, 0.0, 0]
132046   [0.0, 0.0, 0.0, 0.0, 1.0]
91104   [0.0, 0.0, 1.0, 1.0, 0.0]
1013   [1, 1.0, 1.0, 0.0, 1.0]
91128   [0.0, 1.0, 0.0, 0.0, 1.0]
115705   [0.0, 0, 0.0, 0, 1.0]
1017   [0, 0, 1, 0.0, 1.0]
115708   [0.0, 0.0, 0.0, 0.0, 1.0]
1022   [0.0, 1, 1.0, 1.0, 1]
115713   [0.0, 0.0, 0.0, 1.0, 1.0]
33794   [0.0, 0.0, 0.0, 0.0, 1.0]
